Year,Month,Day,death,death_increase,fips,hospitalized,hospitalized_cumulative,hospitalized_currently,in_icu_currently,iso_country,iso_subdivision,last_update_et,load_time,negative,negative_increase,on_ventilator_currently,pending,pos_neg,positive,positive_increase,recovered,total_test_results,total_test_results_increase
2020,December,24,3739,71,19,0,0,625,127,US,US-IA,2020-12-24 00:00:00,2025-02-02 00:04:46,923830,1811,70,0,1157711,233881,1116,224817,1157711,2927
2020,December,24,4550,88,8,17793,17793,1260,0,US,US-CO,2020-12-24 01:59:00,2025-02-02 00:04:46,1777208,10504,0,0,2096738,319530,3030,0,4197950,44166
2020,December,24,4556,23,28,8039,8039,1377,339,US,US-MS,2020-12-23 00:00:00,2025-02-02 00:04:46,1127658,0,195,0,1330309,202651,2326,154669,1330309,2326
2020,December,24,4676,89,1,31954,31954,2542,0,US,US-AL,2020-12-24 11:00:00,2025-02-02 00:04:46,1550002,8151,0,0,1888803,338801,4232,193149,1824681,11330
2020,December,24,4791,31,51,17389,17389,2577,530,US,US-VA,2020-12-23 17:00:00,2025-02-02 00:04:46,0,0,294,337,323915,323915,4782,0,4070000,40097
2020,December,24,5019,66,55,20647,20647,1243,260,US,US-UM,2020-12-24 00:00:00,2025-02-02 00:04:46,2317710,7719,0,44,2821416,503706,3263,428208,5179199,39779
2020,December,24,5019,66,55,20647,20647,1243,260,US,US-WI,2020-12-24 00:00:00,2025-02-02 00:04:46,2317710,7719,0,44,2821416,503706,3263,428208,5179199,39779
2020,December,24,5043,15,45,13776,13776,1766,365,US,US-SC,2020-12-22 23:59:00,2025-02-02 00:04:46,2713727,20238,177,0,2998755,285028,2798,141962,2998755,23036
2020,December,24,5050,79,27,21105,21105,1048,238,US,US-MN,2020-12-22 17:00:00,2025-02-02 00:04:46,2511898,12130,0,0,2916301,404403,1884,381269,5141662,46859
2020,December,24,5294,39,29,0,0,2749,667,US,US-MO,2020-12-24 00:59:00,2025-02-02 00:04:46,1632525,5259,349,0,2009336,376811,3231,0,3535936,22323
2020,December,24,5627,59,24,25072,25072,1760,426,US,US-MD,2020-12-24 10:00:00,2025-02-02 00:04:46,2460491,13413,0,0,2721219,260728,2866,9197,5465868,45869
2020,December,24,5791,55,9,0,0,1200,0,US,US-CT,2020-12-23 20:30:00,2025-02-02 00:04:46,0,0,0,0,172743,172743,2038,0,4375897,39237
2020,December,24,6360,0,37,0,0,3043,696,US,US-NC,2020-12-23 12:00:00,2025-02-02 00:04:46,0,0,0,0,494511,494511,0,0,6376650,57913
2020,December,24,6431,51,47,14044,14044,3173,813,US,US-TN,2020-12-24 18:00:00,2025-02-02 00:04:46,0,0,471,0,546497,546497,5257,462694,5413082,26257
2020,December,24,7272,46,22,0,0,1633,0,US,US-LA,2020-12-24 13:00:00,2025-02-02 00:04:46,3779323,22791,199,0,4075822,296499,2565,247501,4075822,25356
2020,December,24,7730,85,18,33465,33465,3013,633,US,US-IN,2020-12-23 23:59:00,2025-02-02 00:04:46,2089811,9856,369,0,2572545,482734,6196,0,5431146,54571
2020,December,24,8294,115,4,34520,34520,4221,965,US,US-AZ,2020-12-24 00:00:00,2025-02-02 00:04:46,2261515,16180,620,0,2741834,480319,7046,0,4787230,54963
2020,December,24,8456,95,39,36345,36345,4494,1124,US,US-OH,2020-12-24 14:00:00,2025-02-02 00:04:46,0,0,683,0,653650,653650,8828,489808,7409870,57406
2020,December,24,10582,63,13,40539,40539,4240,0,US,US-GA,2020-12-24 16:22:00,2025-02-02 00:04:46,0,0,0,0,618576,618576,10286,0,5135306,49170
2020,December,24,11963,76,25,15905,15905,2095,409,US,US-MA,2020-12-23 23:59:00,2025-02-02 00:04:46,3572264,23429,232,0,3914189,341925,5937,229910,10514045,114476
2020,December,24,12415,0,26,0,0,3108,738,US,US-MI,2020-12-23 00:00:00,2025-02-02 00:04:46,0,0,416,0,508449,508449,0,284731,7937658,0
2020,December,24,12415,0,26,0,0,3108,738,US,US-UM,2020-12-23 00:00:00,2025-02-02 00:04:46,0,0,416,0,508449,508449,0,284731,7937658,0
2020,December,24,14718,276,42,0,0,6077,1219,US,US-PA,2020-12-24 12:00:00,2025-02-02 00:04:46,3193528,12262,743,0,3783914,590386,9230,371943,7205757,57447
2020,December,24,14718,276,42,0,0,6077,1219,US,US-UM,2020-12-24 12:00:00,2025-02-02 00:04:46,3193528,12262,743,0,3783914,590386,9230,371943,7205757,57447
2020,December,24,16960,118,17,0,0,4488,944,US,US-IL,2020-12-24 00:00:00,2025-02-02 00:04:46,0,0,518,0,925107,925107,7037,0,12782980,94909
2020,December,24,18544,78,34,46038,46038,3802,749,US,US-NJ,2020-12-24 00:00:00,2025-02-02 00:04:46,6948519,46010,524,0,7444011,495492,5330,0,7444011,51340
2020,December,24,21295,122,12,61922,61922,5619,0,US,US-FL,2020-12-23 23:59:00,2025-02-02 00:04:46,7210248,47074,0,6765,8436778,1226530,12770,0,15093456,151586
2020,December,24,23635,351,6,0,0,19771,4069,US,US-CA,2020-12-24 02:59:00,2025-02-02 00:04:46,0,0,0,0,2003146,2003146,,0,30769749,301189
2020,December,24,26208,308,48,0,0,10724,2865,US,US-TX,2020-12-24 16:05:00,2025-02-02 00:04:46,0,0,0,0,1653522,1653522,17064,1326975,13136700,114845
2020,December,24,29149,133,36,0,0,6928,1160,US,US-NY,2020-12-23 14:00:00,2025-02-02 00:04:46,0,0,621,0,891270,891270,12568,0,24070193,226296
2020,January,25,0,0,25,0,0,0,0,US,US-MA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,2,0
2020,January,25,0,0,53,0,0,0,0,US,US-WA,,2025-02-02 00:04:46,0,0,0,0,2,2,0,0,0,0
2021,January,25,0,0,60,0,0,0,0,US,US-AS,2020-12-01 00:00:00,2025-02-02 00:04:46,2140,0,0,0,2140,0,0,0,2140,0
2021,January,25,0,72,48,0,0,12785,3352,US,US-TX,2021-01-25 18:20:00,2025-02-02 00:04:46,0,0,0,0,2246845,2246845,6319,1818785,16629666,68526
2021,January,25,0,173,36,0,0,8730,1522,US,US-NY,2021-01-24 14:00:00,2025-02-02 00:04:46,0,0,1005,0,1338990,1338990,12003,0,30762550,219538
2021,January,25,0,328,6,0,0,18347,4475,US,US-CA,2021-01-25 02:59:00,2025-02-02 00:04:46,0,0,0,0,3136158,3136158,27007,0,40688908,403193
2021,January,25,2,0,69,4,4,0,0,US,US-MP,2021-01-23 00:00:00,2025-02-02 00:04:46,17429,0,0,0,17561,132,3,29,17561,3
2021,January,25,24,0,78,0,0,0,0,US,US-VI,2021-01-23 21:47:00,2025-02-02 00:04:46,37956,0,0,95,40297,2341,0,2234,40297,0
2021,January,25,129,1,66,0,0,10,2,US,US-GU,2021-01-25 06:45:00,2025-02-02 00:04:46,96773,1046,2,0,104327,7554,7,7319,104327,1053
2021,January,25,171,1,50,0,0,56,6,US,US-VT,2021-01-24 23:59:00,2025-02-02 00:04:46,286031,1169,0,0,297196,11165,132,7476,853551,5568
2021,January,25,259,0,2,1185,1185,54,0,US,US-AK,2021-01-25 03:59:00,2025-02-02 00:04:46,0,0,7,0,51693,51693,83,0,1457053,3583
2021,January,25,342,0,15,2039,2039,89,21,US,US-HI,2021-01-23 14:30:00,2025-02-02 00:04:46,0,0,17,0,25903,25903,121,0,946345,4042
2021,January,25,342,0,15,2039,2039,89,21,US,US-UM,2021-01-23 14:30:00,2025-02-02 00:04:46,0,0,17,0,25903,25903,121,0,946345,4042
2021,January,25,547,3,23,1342,1342,193,59,US,US-ME,2021-01-24 23:59:00,2025-02-02 00:04:46,0,0,20,0,37046,37046,448,12245,1305783,7482
2021,January,25,571,0,56,1264,1264,66,0,US,US-WY,2021-01-25 00:00:00,2025-02-02 00:04:46,167371,0,0,0,218433,51062,164,49008,573868,0
2021,January,25,879,7,11,0,0,248,67,US,US-DC,2021-01-24 00:00:00,2025-02-02 00:04:46,0,0,39,0,35505,35505,204,24818,1054737,5786
2021,January,25,990,3,33,1007,1007,230,0,US,US-NH,2021-01-25 09:00:00,2025-02-02 00:04:46,541256,2027,0,0,604024,62768,431,56151,1211251,6230
2021,January,25,1049,8,10,0,0,385,50,US,US-DE,2021-01-24 18:00:00,2025-02-02 00:04:46,498223,2081,0,0,573414,75191,616,0,1184957,8116
2021,January,25,1151,0,30,4128,4128,129,25,US,US-MT,2021-01-25 01:59:00,2025-02-02 00:04:46,0,0,15,0,91816,91816,164,86274,920116,8430
2021,January,25,1436,8,38,3745,3745,50,7,US,US-ND,2021-01-25 01:59:00,2025-02-02 00:04:46,293889,81,0,0,390763,96874,57,94381,1327227,1336
2021,January,25,1597,2,49,13054,13054,528,179,US,US-UT,2021-01-25 10:52:00,2025-02-02 00:04:46,1408984,2796,0,0,1746248,337264,859,285852,2536306,6510
2021,January,25,1669,1,16,6496,6496,252,67,US,US-ID,2021-01-24 19:00:00,2025-02-02 00:04:46,460862,1188,0,0,620368,159506,181,76392,590967,1338
2021,January,25,1705,0,46,6201,6201,161,37,US,US-SD,2021-01-24 14:00:00,2025-02-02 00:04:46,290341,250,26,0,397521,107180,32,101797,641868,1095
2021,January,25,1778,5,72,0,0,312,56,US,US-PR,2021-01-25 00:00:00,2025-02-02 00:04:46,305972,0,41,0,397568,91596,568,78813,397568,568
2021,January,25,1879,0,31,5682,5682,392,0,US,US-NE,2021-01-24 22:15:00,2025-02-02 00:04:46,720000,1066,0,0,907147,187147,293,132453,2026028,4612
2021,January,25,1880,3,41,7469,7469,342,83,US,US-OR,2021-01-24 03:01:00,2025-02-02 00:04:46,0,0,41,0,138168,138168,568,0,3043792,0
2021,January,25,1899,4,54,0,0,597,151,US,US-WV,2021-01-24 23:59:00,2025-02-02 00:04:46,0,0,63,0,115839,115839,532,89575,1841111,4946
2021,January,25,2110,9,44,8006,8006,347,50,US,US-RI,2021-01-25 13:00:00,2025-02-02 00:04:46,612613,1164,33,0,724367,111754,301,0,2418019,7994
2021,January,25,3157,12,35,11598,11598,435,0,US,US-NM,2021-01-25 17:53:00,2025-02-02 00:04:46,0,0,0,0,169696,169696,491,95848,2255066,9958
2021,January,25,3293,14,40,21053,21053,1595,433,US,US-OK,,2025-02-02 00:04:46,2690714,0,0,3732,3065567,374853,1763,339014,3065567,1763
2021,January,25,3460,39,21,15919,15919,1539,374,US,US-KY,2021-01-25 00:00:00,2025-02-02 00:04:46,0,0,203,0,347836,347836,1250,41760,3525107,22043
2021,January,25,3622,24,20,8117,8117,708,182,US,US-KS,2021-01-25 10:00:00,2025-02-02 00:04:46,878382,7624,66,0,1147637,269255,2602,0,1147637,10226
2021,January,25,4029,3,32,0,0,1441,323,US,US-NV,2021-01-24 00:00:00,2025-02-02 00:04:46,1037451,2122,247,0,1309348,271897,990,0,2427440,8405
2021,January,25,4114,0,53,17129,17129,916,242,US,US-WA,2021-01-23 02:59:00,2025-02-02 00:04:46,0,0,100,0,300198,300198,0,0,4373646,0
2021,January,25,4488,0,19,0,0,383,78,US,US-IA,2021-01-25 00:00:00,2025-02-02 00:04:46,973263,1064,37,0,1236524,263261,401,273751,1236524,1465
2021,January,25,4650,44,5,13312,13312,1084,336,US,US-AR,2021-01-25 00:00:00,2025-02-02 00:04:46,2128124,8564,187,0,2412826,284702,636,262229,2356534,9146
2021,January,25,5512,7,8,21263,21263,737,0,US,US-CO,2021-01-25 01:59:00,2025-02-02 00:04:46,1982404,0,0,0,2369866,387462,1177,0,5263473,16562
2021,January,25,5777,5,28,8647,8647,1028,245,US,US-MS,2021-01-24 00:00:00,2025-02-02 00:04:46,1294488,38373,163,0,1559634,265146,927,222812,1559634,39300
2021,January,25,6081,3,51,20764,20764,2892,554,US,US-VA,2021-01-24 17:00:00,2025-02-02 00:04:46,0,0,324,320,478619,478619,6172,0,5056432,49382
2021,January,25,6098,3,27,23932,23932,543,104,US,US-MN,2021-01-24 17:00:00,2025-02-02 00:04:46,2777761,7274,0,0,3233544,455783,794,439283,6071392,19169
2021,January,25,6199,9,55,23748,23748,772,175,US,US-UM,2021-01-25 00:00:00,2025-02-02 00:04:46,2477588,3253,0,69,3060065,582477,1100,505987,6003401,12931
2021,January,25,6199,9,55,23748,23748,772,175,US,US-WI,2021-01-25 00:00:00,2025-02-02 00:04:46,2477588,3253,0,69,3060065,582477,1100,505987,6003401,12931
2021,January,25,6552,5,45,17335,17335,2201,429,US,US-SC,2021-01-23 23:59:00,2025-02-02 00:04:46,3599689,32902,262,0,4021106,421417,3092,187423,4021106,35994
2021,January,25,6553,5,29,0,0,2067,462,US,US-MO,2021-01-25 00:59:00,2025-02-02 00:04:46,1749965,2431,284,0,2200379,450414,879,0,4060435,9047
2021,January,25,6662,2,1,41069,41069,2285,0,US,US-AL,2021-01-25 11:00:00,2025-02-02 00:04:46,1740023,2929,0,0,2183032,443009,1839,233211,2091011,4456
2021,January,25,6900,35,24,31188,31188,1669,395,US,US-MD,2021-01-25 10:00:00,2025-02-02 00:04:46,2787084,7679,0,0,3130222,343138,1686,9476,6758236,34734
2021,January,25,6911,92,9,0,0,1068,0,US,US-CT,2021-01-24 20:30:00,2025-02-02 00:04:46,0,0,0,0,243632,243632,5817,0,5365702,17436
2021,January,25,8590,25,22,0,0,1638,0,US,US-LA,2021-01-25 13:00:00,2025-02-02 00:04:46,4456714,25006,219,0,4842656,385942,2080,320025,4842656,27086
2021,January,25,8720,25,37,0,0,3287,703,US,US-NC,2021-01-25 11:45:00,2025-02-02 00:04:46,0,0,0,0,723445,723445,4633,0,8051007,50620
2021,January,25,8970,111,47,16560,16560,2196,608,US,US-TN,2021-01-25 15:00:00,2025-02-02 00:04:46,0,0,355,0,710427,710427,1710,657031,6198623,14033
2021,January,25,9728,12,18,39609,39609,2045,459,US,US-IN,2021-01-24 23:59:00,2025-02-02 00:04:46,2293804,4792,257,0,2907032,613228,2189,0,6761438,23097
2021,January,25,10768,57,39,44981,44981,3037,760,US,US-OH,2021-01-25 14:00:00,2025-02-02 00:04:46,0,0,505,0,868656,868656,4334,736651,8814234,36363
2021,January,25,12239,1,4,50483,50483,4229,1027,US,US-AZ,2021-01-25 00:00:00,2025-02-02 00:04:46,2682877,11106,702,0,3410772,727895,5321,0,6429799,44580
2021,January,25,13303,53,13,48498,48498,5231,0,US,US-GA,2021-01-25 14:50:00,2025-02-02 00:04:46,0,0,0,0,870828,870828,3917,0,6234896,26036
2021,January,25,14178,45,25,17556,17556,1955,418,US,US-MA,2021-01-24 23:59:00,2025-02-02 00:04:46,4015048,12888,285,0,4518736,503688,3651,354388,13046574,78650
2021,January,25,15219,38,26,0,0,1668,392,US,US-MI,2021-01-25 00:00:00,2025-02-02 00:04:46,0,0,199,0,600093,600093,3347,463106,9242391,60168
2021,January,25,15219,38,26,0,0,1668,392,US,US-UM,2021-01-25 00:00:00,2025-02-02 00:04:46,0,0,199,0,600093,600093,3347,463106,9242391,60168
2021,January,25,20664,55,42,0,0,3887,770,US,US-PA,2021-01-25 12:00:00,2025-02-02 00:04:46,3569440,10776,461,0,4377307,807867,3934,638214,8909236,39402
2021,January,25,20664,55,42,0,0,3887,770,US,US-UM,2021-01-25 12:00:00,2025-02-02 00:04:46,3569440,10776,461,0,4377307,807867,3934,638214,8909236,39402
2021,January,25,20744,64,17,0,0,2962,601,US,US-IL,2021-01-25 00:00:00,2025-02-02 00:04:46,0,0,302,0,1104763,1104763,2944,0,15484034,74202
2021,January,25,20972,21,34,59438,59438,3238,596,US,US-NJ,2021-01-25 00:00:00,2025-02-02 00:04:46,8395679,0,390,0,9062630,666951,4143,0,9062630,4143
2021,January,25,25849,156,12,71387,71387,6899,0,US,US-FL,2021-01-24 23:59:00,2025-02-02 00:04:46,8268415,25355,0,6747,9896245,1627830,8542,0,18477869,80045
2020,February,25,0,0,12,0,0,0,0,US,US-FL,,2025-02-02 00:04:46,0,0,0,0,0,0,0,0,15,1
2020,February,25,0,0,25,0,0,0,0,US,US-MA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,16,0
2020,February,25,0,0,31,0,0,0,0,US,US-NE,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,10,0
2020,February,25,0,0,34,0,0,0,0,US,US-NJ,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,0,0
2020,February,25,0,0,51,0,0,0,0,US,US-VA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,,0
2020,February,25,0,0,53,0,0,0,0,US,US-WA,,2025-02-02 00:04:46,0,0,0,0,10,10,1,0,0,0
2021,February,25,0,0,60,0,0,0,0,US,US-AS,2020-12-01 00:00:00,2025-02-02 00:04:46,2140,0,0,0,2140,0,0,0,2140,0
2021,February,25,0,92,36,0,0,5703,1124,US,US-NY,2021-02-24 14:00:00,2025-02-02 00:04:46,0,0,774,0,1606520,1606520,8746,0,37256699,278942
2021,February,25,0,305,48,0,0,6724,2061,US,US-TX,2021-02-25 16:00:00,2025-02-02 00:04:46,0,0,0,0,2621181,2621181,7389,2380295,19357913,53992
2021,February,25,0,1114,6,0,0,6520,1783,US,US-CA,2021-02-25 02:59:00,2025-02-02 00:04:46,0,0,0,0,3460326,3460326,4965,0,47814160,161988
2021,February,25,2,0,69,4,4,0,0,US,US-MP,2021-02-20 00:00:00,2025-02-02 00:04:46,17429,0,0,0,17572,143,0,29,17572,0
2021,February,25,25,0,78,0,0,0,0,US,US-VI,2021-02-25 06:23:00,2025-02-02 00:04:46,44650,284,0,102,47273,2623,10,2497,47273,294
2021,February,25,130,0,66,0,0,4,1,US,US-GU,2021-02-25 04:00:00,2025-02-02 00:04:46,109535,371,1,0,117265,7730,1,7559,117265,372
2021,February,25,203,2,50,0,0,30,11,US,US-VT,2021-02-24 23:59:00,2025-02-02 00:04:46,313356,358,0,0,328196,14840,72,12135,1033554,1603
2021,February,25,290,0,2,1271,1271,45,0,US,US-AK,2021-02-25 03:59:00,2025-02-02 00:04:46,0,0,5,0,55886,55886,150,0,1671043,8887
2021,February,25,435,0,15,2209,2209,34,5,US,US-HI,2021-02-23 14:30:00,2025-02-02 00:04:46,0,0,5,0,28088,28088,38,0,1080715,5490
2021,February,25,435,0,15,2209,2209,34,5,US,US-UM,2021-02-23 14:30:00,2025-02-02 00:04:46,0,0,5,0,28088,28088,38,0,1080715,5490
2021,February,25,671,0,56,1377,1377,20,0,US,US-WY,2021-02-25 00:00:00,2025-02-02 00:04:46,180468,240,0,0,234670,54202,214,52879,633626,3788
2021,February,25,701,24,23,1521,1521,67,22,US,US-ME,2021-02-24 23:59:00,2025-02-02 00:04:46,0,0,8,0,44117,44117,217,12786,1567428,11336
2021,February,25,1005,4,11,0,0,205,55,US,US-DC,2021-02-24 00:00:00,2025-02-02 00:04:46,0,0,26,0,40122,40122,179,28679,1209653,5048
2021,February,25,1163,6,33,1106,1106,97,0,US,US-NH,2021-02-25 09:00:00,2025-02-02 00:04:46,574809,1599,0,0,649377,74568,310,70547,1436668,17172
2021,February,25,1350,2,30,4567,4567,75,15,US,US-MT,2021-02-25 01:59:00,2025-02-02 00:04:46,0,0,6,0,99445,99445,203,96178,1063419,7249
2021,February,25,1406,4,10,0,0,164,26,US,US-DE,2021-02-24 18:00:00,2025-02-02 00:04:46,534965,1061,0,0,620766,85801,295,0,1371551,2817
2021,February,25,1471,1,38,3863,3863,25,4,US,US-ND,2021-02-25 01:59:00,2025-02-02 00:04:46,303910,328,0,0,403531,99621,90,97474,1403080,3738
2021,February,25,1840,0,16,7044,7044,143,38,US,US-ID,2021-02-25 15:48:00,2025-02-02 00:04:46,497063,1212,0,0,667352,170289,423,93252,635314,1456
2021,February,25,1872,8,46,6589,6589,100,20,US,US-SD,2021-02-24 14:00:00,2025-02-02 00:04:46,308601,582,12,0,420565,111964,156,108144,686758,1695
2021,February,25,1890,11,49,14597,14597,248,87,US,US-UT,2021-02-25 10:05:00,2025-02-02 00:04:46,1525558,4183,0,0,1894991,369433,832,348982,2829905,10605
2021,February,25,2016,9,72,0,0,184,35,US,US-PR,2021-02-25 00:00:00,2025-02-02 00:04:46,305972,0,28,0,405591,99619,100,90223,405591,100
2021,February,25,2063,9,31,6082,6082,160,0,US,US-NE,2021-02-25 10:30:00,2025-02-02 00:04:46,760841,1126,0,0,960947,200106,324,153753,2347453,12000
2021,February,25,2194,32,41,8528,8528,191,49,US,US-OR,2021-02-24 03:01:00,2025-02-02 00:04:46,0,0,24,0,154062,154062,417,0,3526219,15528
2021,February,25,2290,5,54,0,0,282,74,US,US-WV,2021-02-24 23:59:00,2025-02-02 00:04:46,0,0,40,0,130813,130813,431,120503,2147188,11358
2021,February,25,2496,9,44,8875,8875,163,34,US,US-RI,2021-02-25 13:00:00,2025-02-02 00:04:46,663947,1811,17,0,789132,125185,467,0,2946696,24685
2021,February,25,3671,13,35,13054,13054,245,0,US,US-NM,2021-02-25 17:56:00,2025-02-02 00:04:46,0,0,0,0,184080,184080,299,139593,2652210,9788
2021,February,25,4302,38,40,23813,23813,491,145,US,US-OK,,2025-02-02 00:04:46,3034289,9858,0,3102,3456445,422156,1146,404310,3456445,11004
2021,February,25,4570,43,21,18888,18888,843,220,US,US-KY,2021-02-25 00:00:00,2025-02-02 00:04:46,0,0,122,0,401750,401750,1443,47259,3878912,16035
2021,February,25,4724,0,20,9189,9189,214,52,US,US-KS,2021-02-24 10:00:00,2025-02-02 00:04:46,955931,0,22,0,1248768,292837,0,0,1248768,0
2021,February,25,4912,31,53,19211,19211,534,152,US,US-WA,2021-02-24 02:59:00,2025-02-02 00:04:46,0,0,60,0,336565,336565,872,0,5167513,21996
2021,February,25,4933,14,32,0,0,532,116,US,US-NV,2021-02-24 00:00:00,2025-02-02 00:04:46,1111490,2718,71,0,1404120,292630,571,0,2696649,10057
2021,February,25,5397,10,5,14714,14714,522,204,US,US-AR,2021-02-25 00:00:00,2025-02-02 00:04:46,2376434,8483,108,0,2694556,318122,726,307978,2627733,9057
2021,February,25,5438,23,19,0,0,227,55,US,US-IA,2021-02-25 00:00:00,2025-02-02 00:04:46,1029613,2121,22,0,1308496,278883,473,312817,1308496,2594
2021,February,25,5925,8,8,23385,23385,412,0,US,US-CO,2021-02-25 01:59:00,2025-02-02 00:04:46,2156899,6982,0,0,2581576,424677,1119,0,6119346,39073
2021,February,25,6450,7,27,25625,25625,265,50,US,US-MN,2021-02-24 17:00:00,2025-02-02 00:04:46,2984254,11504,0,0,3466085,481831,986,468498,6831489,45708
2021,February,25,6613,8,28,9012,9012,534,130,US,US-MS,2021-02-24 00:00:00,2025-02-02 00:04:46,1436186,0,76,0,1728997,292811,920,273437,1728997,920
2021,February,25,6994,58,55,25954,25954,355,93,US,US-UM,2021-02-25 00:00:00,2025-02-02 00:04:46,2615455,12337,0,28,3230680,615225,965,547168,6825405,88386
2021,February,25,6994,58,55,25954,25954,355,93,US,US-WI,2021-02-25 00:00:00,2025-02-02 00:04:46,2615455,12337,0,28,3230680,615225,965,547168,6825405,88386
2021,February,25,7614,19,9,0,0,485,0,US,US-CT,2021-02-24 23:59:00,2025-02-02 00:04:46,0,0,0,0,279159,279159,975,0,6267131,39700
2021,February,25,7805,16,24,34759,34759,952,243,US,US-MD,2021-02-25 10:00:00,2025-02-02 00:04:46,2979131,6531,0,0,3358597,379466,976,9635,7755974,37184
2021,February,25,7902,8,29,0,0,1202,257,US,US-MO,2021-02-25 00:59:00,2025-02-02 00:04:46,1848736,5522,163,0,2325814,477078,727,0,4445341,22411
2021,February,25,7963,156,51,23871,23871,1488,303,US,US-VA,2021-02-24 17:00:00,2025-02-02 00:04:46,0,0,183,217,570982,570982,2036,0,5830467,30668
2021,February,25,8443,45,45,20195,20195,939,223,US,US-SC,2021-02-23 23:59:00,2025-02-02 00:04:46,4421446,25187,128,0,4932992,511546,2502,230793,4932992,27689
2021,February,25,9561,33,22,0,0,679,0,US,US-LA,2021-02-25 13:00:00,2025-02-02 00:04:46,5093408,52436,100,0,5521097,427689,764,408463,5521097,53200
2021,February,25,9831,87,1,45312,45312,722,0,US,US-AL,2021-02-25 11:00:00,2025-02-02 00:04:46,1891548,6397,0,0,2382658,491110,890,285130,2276188,7155
2021,February,25,11137,63,37,0,0,1498,373,US,US-NC,2021-02-25 12:30:00,2025-02-02 00:04:46,0,0,0,0,852981,852981,3351,0,9361775,51032
2021,February,25,11321,55,47,18506,18506,1139,286,US,US-TN,2021-02-25 15:00:00,2025-02-02 00:04:46,0,0,137,0,770940,770940,1994,745200,6735104,25704
2021,February,25,12494,27,18,42672,42672,889,147,US,US-IN,2021-02-24 23:59:00,2025-02-02 00:04:46,2440984,5338,80,0,3100111,659127,1084,0,7902509,45517
2021,February,25,15814,121,4,57390,57390,1385,415,US,US-AZ,2021-02-25 00:00:00,2025-02-02 00:04:46,2970392,10195,241,0,3783299,812907,939,0,7549777,37382
2021,February,25,15978,33,25,19444,19444,853,221,US,US-MA,2021-02-24 23:59:00,2025-02-02 00:04:46,4322172,11013,142,0,4898165,575993,2108,494740,15894675,118144
2021,February,25,16436,47,26,0,0,821,186,US,US-MI,2021-02-25 00:00:00,2025-02-02 00:04:46,0,0,86,0,642868,642868,1598,529080,10308944,50160
2021,February,25,16436,47,26,0,0,821,186,US,US-UM,2021-02-25 00:00:00,2025-02-02 00:04:46,0,0,86,0,642868,642868,1598,529080,10308944,50160
2021,February,25,17125,80,39,49951,49951,1262,338,US,US-OH,2021-02-25 14:00:00,2025-02-02 00:04:46,0,0,215,0,962404,962404,2409,901025,9894516,44938
2021,February,25,17199,135,13,55604,55604,2583,0,US,US-GA,2021-02-25 14:50:00,2025-02-02 00:04:46,0,0,0,0,997388,997388,3327,0,7125751,28972
2021,February,25,22607,32,17,0,0,1463,334,US,US-IL,2021-02-25 00:00:00,2025-02-02 00:04:46,0,0,168,0,1181226,1181226,1884,0,17895829,91292
2021,February,25,23147,70,34,63441,63441,2032,438,US,US-NJ,2021-02-25 00:00:00,2025-02-02 00:04:46,9756055,43950,268,0,10535018,778963,3577,0,10535018,47527
2021,February,25,23868,81,42,0,0,1962,421,US,US-PA,2021-02-24 12:00:00,2025-02-02 00:04:46,3852446,8653,229,0,4775436,922990,2356,830691,10244968,54200
2021,February,25,23868,81,42,0,0,1962,421,US,US-UM,2021-02-24 12:00:00,2025-02-02 00:04:46,3852446,8653,229,0,4775436,922990,2356,830691,10244968,54200
2021,February,25,31018,140,12,79956,79956,3957,0,US,US-FL,2021-02-24 23:59:00,2025-02-02 00:04:46,9110793,29829,0,8364,10968463,1857670,6519,0,21488105,118508
2020,March,25,0,0,1,0,0,91,0,US,US-AL,2020-03-25 11:30:00,2025-02-02 00:04:46,2529,423,0,0,2812,283,68,0,2812,491
2020,March,25,0,0,15,6,6,0,0,US,US-HI,2020-03-24 18:00:00,2025-02-02 00:04:46,4357,768,0,0,4447,90,13,0,4217,553
2020,March,25,0,0,15,6,6,0,0,US,US-UM,2020-03-24 18:00:00,2025-02-02 00:04:46,4357,768,0,0,4447,90,13,0,4217,553
2020,March,25,0,0,16,0,0,0,0,US,US-ID,2020-03-24 19:00:00,2025-02-02 00:04:46,1887,0,0,0,1991,104,22,0,1960,23
2020,March,25,0,0,23,0,0,0,0,US,US-ME,2020-03-25 11:30:00,2025-02-02 00:04:46,0,0,0,0,149,149,24,7,3963,357
2020,March,25,0,0,30,0,0,0,0,US,US-MT,2020-03-25 10:00:00,2025-02-02 00:04:46,0,0,0,0,53,53,7,0,2001,313
2020,March,25,0,0,31,0,0,0,0,US,US-NE,2020-03-24 00:00:00,2025-02-02 00:04:46,1304,329,0,0,1365,61,9,0,1409,196
2020,March,25,0,0,38,8,8,0,0,US,US-ND,2020-03-25 11:47:00,2025-02-02 00:04:46,1734,280,0,0,1773,39,6,0,1743,287
2020,March,25,0,0,44,0,0,15,0,US,US-RI,2020-03-25 03:00:00,2025-02-02 00:04:46,2124,173,0,196,2300,176,28,0,2179,263
