Year,Month,Day,death,death_increase,fips,hospitalized,hospitalized_cumulative,hospitalized_currently,in_icu_currently,iso_country,iso_subdivision,last_update_et,load_time,negative,negative_increase,on_ventilator_currently,pending,pos_neg,positive,positive_increase,recovered,total_test_results,total_test_results_increase
2021,January,1,0,0,60,0,0,0,0,US,US-AS,2020-12-01 00:00:00,2025-02-02 00:04:46,2140,0,0,0,2140,0,0,0,2140,0
2021,January,1,2,0,69,4,4,0,0,US,US-MP,2020-12-30 00:00:00,2025-02-02 00:04:46,17429,0,0,0,17551,122,0,29,17551,0
2021,January,1,23,0,78,0,0,0,0,US,US-VI,2021-01-01 08:59:00,2025-02-02 00:04:46,34176,37,0,54,36212,2036,5,1901,36212,42
2021,January,1,122,0,66,0,0,13,3,US,US-GU,2021-01-01 06:45:00,2025-02-02 00:04:46,88875,0,2,0,96201,7326,9,7047,96201,9
2021,January,1,136,0,50,0,0,31,7,US,US-VT,2020-12-30 23:59:00,2025-02-02 00:04:46,255684,0,0,0,263096,7412,0,4959,697705,0
2021,January,1,206,0,2,1023,1023,79,0,US,US-AK,2020-12-31 03:59:00,2025-02-02 00:04:46,0,0,6,0,45461,45461,0,0,1275750,0
2021,January,1,289,1,15,1775,1775,86,11,US,US-HI,2020-12-30 19:30:00,2025-02-02 00:04:46,0,0,9,0,22120,22120,288,0,816811,4473
2021,January,1,289,1,15,1775,1775,86,11,US,US-UM,2020-12-30 19:30:00,2025-02-02 00:04:46,0,0,9,0,22120,22120,288,0,816811,4473
2021,January,1,347,0,23,1065,1065,182,46,US,US-ME,2020-12-31 23:59:00,2025-02-02 00:04:46,0,0,18,0,24201,24201,0,11374,1095386,9404
2021,January,1,438,0,56,1102,1102,113,0,US,US-WY,2020-12-31 00:00:00,2025-02-02 00:04:46,159528,0,0,0,203937,44409,0,42570,501784,0
2021,January,1,759,0,33,902,902,317,0,US,US-NH,2020-12-31 09:00:00,2025-02-02 00:04:46,479590,0,0,0,523618,44028,0,37350,1032929,0
2021,January,1,788,2,11,0,0,226,63,US,US-DC,2020-12-31 00:00:00,2025-02-02 00:04:46,0,0,31,0,29252,29252,269,20941,904302,6863
2021,January,1,930,4,10,0,0,412,58,US,US-DE,2020-12-31 18:00:00,2025-02-02 00:04:46,453860,1231,0,0,511924,58064,608,0,984606,6402
2021,January,1,961,0,30,3568,3568,203,39,US,US-MT,2021-01-01 00:00:00,2025-02-02 00:04:46,0,0,23,0,81555,81555,0,74991,791589,0
2021,January,1,1269,0,49,10956,10956,565,158,US,US-UT,2020-12-31 09:56:00,2025-02-02 00:04:46,1302491,0,0,0,1579103,276612,0,224439,2245303,0
2021,January,1,1289,0,38,3552,3552,94,16,US,US-ND,2021-01-01 01:59:00,2025-02-02 00:04:46,285028,1775,0,0,377523,92495,0,89314,1249797,5489
2021,January,1,1361,23,54,0,0,809,211,US,US-WV,2020-12-31 23:59:00,2025-02-02 00:04:46,0,0,102,0,87820,87820,2486,60316,1516422,21741
2021,January,1,1436,33,16,5630,5630,375,85,US,US-ID,2020-12-31 19:00:00,2025-02-02 00:04:46,428768,1350,0,0,569845,141077,1213,58649,545485,2217
2021,January,1,1477,9,41,6498,6498,524,119,US,US-OR,2020-12-31 03:01:00,2025-02-02 00:04:46,0,0,60,0,113909,113909,1649,0,2652670,20195
2021,January,1,1488,0,46,5672,5672,297,62,US,US-SD,2020-12-30 14:00:00,2025-02-02 00:04:46,273476,0,46,0,372640,99164,0,91980,597286,2410
2021,January,1,1521,18,72,0,0,432,77,US,US-PR,2021-01-01 00:00:00,2025-02-02 00:04:46,305972,0,70,0,383026,77054,763,66930,383026,763
2021,January,1,1651,40,31,5254,5254,534,0,US,US-NE,2020-12-31 21:30:00,2025-02-02 00:04:46,680859,1624,0,0,847657,166798,1501,107694,1755820,12101
2021,January,1,1823,14,44,6506,6506,426,61,US,US-RI,2021-01-04 16:31:00,2025-02-02 00:04:46,551028,2904,47,0,641432,90404,863,0,2015456,14674
2021,January,1,2489,0,40,17059,17059,1910,498,US,US-OK,,2025-02-02 00:04:46,2394318,17009,0,4044,2685254,290936,0,255843,2685254,17009
2021,January,1,2502,25,35,9756,9756,791,0,US,US-NM,2021-01-01 17:51:00,2025-02-02 00:04:46,0,0,0,0,144142,144142,1278,66638,1983507,13295
2021,January,1,2623,0,21,13488,13488,1673,433,US,US-KY,2020-12-30 00:00:00,2025-02-02 00:04:46,0,0,234,0,265262,265262,0,36740,3148606,0
2021,January,1,2879,138,20,6903,6903,825,221,US,US-KS,2021-01-01 10:00:00,2025-02-02 00:04:46,784761,5962,97,0,1012506,227745,5312,0,1012506,11274
2021,January,1,3146,21,32,0,0,1871,398,US,US-NV,2021-01-01 00:00:00,2025-02-02 00:04:46,940813,2789,273,0,1167859,227046,2315,0,2095778,13824
2021,January,1,3461,41,53,14748,14748,1138,248,US,US-WA,2020-12-31 02:59:00,2025-02-02 00:04:46,0,0,118,0,246752,246752,4422,0,3836820,31430
2021,January,1,3711,35,5,11450,11450,1185,398,US,US-AR,2021-01-01 00:00:00,2025-02-02 00:04:46,1878515,13811,205,0,2107957,229442,4304,201774,2068084,16596
2021,January,1,3898,7,19,0,0,575,117,US,US-IA,2021-01-01 00:00:00,2025-02-02 00:04:46,933640,1594,63,0,1174406,240766,1593,241229,1174406,3187
2021,January,1,4816,29,28,8145,8145,1456,346,US,US-MS,2020-12-31 00:00:00,2025-02-02 00:04:46,1127658,0,219,0,1346044,218386,2575,167263,1346044,2575
2021,January,1,4872,45,1,34373,34373,2815,0,US,US-AL,2021-01-01 11:00:00,2025-02-02 00:04:46,1590750,7331,0,0,1956497,365747,4521,202137,1885216,11216
2021,January,1,4873,59,8,18651,18651,1044,0,US,US-CO,2021-01-01 01:59:00,2025-02-02 00:04:46,1822467,6898,0,0,2159628,337161,3064,0,4444206,37539
2021,January,1,5081,49,51,18166,18166,2754,557,US,US-VA,2020-12-31 17:00:00,2025-02-02 00:04:46,0,0,322,340,354766,354766,5182,0,4291320,35329
2021,January,1,5254,12,55,21400,21400,1074,244,US,US-UM,2021-01-01 00:00:00,2025-02-02 00:04:46,2357057,6388,0,58,2879580,522523,2085,450358,5380828,32340
2021,January,1,5254,12,55,21400,21400,1074,244,US,US-WI,2021-01-01 00:00:00,2025-02-02 00:04:46,2357057,6388,0,58,2879580,522523,2085,450358,5380828,32340
2021,January,1,5296,0,45,14390,14390,2025,400,US,US-SC,2020-12-29 23:59:00,2025-02-02 00:04:46,2865514,0,199,0,3173021,307507,0,151084,3173021,0
2021,January,1,5323,0,27,21864,21864,895,196,US,US-MN,2020-12-31 17:00:00,2025-02-02 00:04:46,2571846,0,0,0,2987148,415302,0,397080,5351379,0
2021,January,1,5540,21,29,0,0,2779,648,US,US-MO,2021-01-01 00:59:00,2025-02-02 00:04:46,1657381,5079,364,0,2054680,397299,4729,0,3665980,27742
2021,January,1,5942,47,24,26819,26819,1734,388,US,US-MD,2021-01-01 10:00:00,2025-02-02 00:04:46,2538142,12336,0,0,2818361,280219,3557,9358,5761534,53504
2021,January,1,5995,0,9,0,0,1136,0,US,US-CT,2020-12-30 20:30:00,2025-02-02 00:04:46,0,0,0,0,185708,185708,0,0,4593460,28386
2021,January,1,6748,0,37,0,0,3472,774,US,US-NC,2020-12-31 11:55:00,2025-02-02 00:04:46,0,0,0,0,539545,539545,0,0,6741248,72923
2021,January,1,6907,0,47,14531,14531,3378,813,US,US-TN,2021-01-01 00:00:00,2025-02-02 00:04:46,0,0,471,0,586802,586802,0,508914,5607949,36234
2021,January,1,7488,0,22,0,0,1731,0,US,US-LA,2020-12-31 13:00:00,2025-02-02 00:04:46,3898907,0,202,0,4214182,315275,0,263712,4214182,0
2021,January,1,8371,108,18,35210,35210,2786,676,US,US-IN,2020-12-31 23:59:00,2025-02-02 00:04:46,2132191,6981,348,0,2649964,517773,6288,0,5730043,48333
2021,January,1,8962,0,39,38334,38334,4367,1059,US,US-OH,2020-12-31 14:00:00,2025-02-02 00:04:46,0,0,722,0,700380,700380,0,556106,7745920,63336
2021,January,1,9015,151,4,38846,38846,4501,1072,US,US-AZ,2021-01-01 00:00:00,2025-02-02 00:04:46,2375070,35435,759,0,2905337,530267,10060,0,5155330,95560
2021,January,1,10958,24,13,42362,42362,4890,0,US,US-GA,2021-01-01 14:50:00,2025-02-02 00:04:46,0,0,0,0,677589,677589,11137,0,5401054,51664
2021,January,1,12423,0,25,16098,16098,2271,417,US,US-MA,2020-12-30 23:59:00,2025-02-02 00:04:46,3658165,0,240,0,4033343,375178,0,261672,10944699,0
2021,January,1,13018,0,26,0,0,2758,629,US,US-MI,2020-12-30 00:00:00,2025-02-02 00:04:46,0,0,368,0,528621,528621,0,318389,8202753,0
2021,January,1,13018,0,26,0,0,2758,629,US,US-UM,2020-12-30 00:00:00,2025-02-02 00:04:46,0,0,368,0,528621,528621,0,318389,8202753,0
2021,January,1,16214,236,42,0,0,5624,1172,US,US-PA,2021-01-01 12:00:00,2025-02-02 00:04:46,3275205,10076,661,0,3923244,648039,7714,429017,7607664,52987
2021,January,1,16214,236,42,0,0,5624,1172,US,US-UM,2021-01-01 12:00:00,2025-02-02 00:04:46,3275205,10076,661,0,3923244,648039,7714,429017,7607664,52987
2021,January,1,18173,195,17,0,0,3992,808,US,US-IL,2021-01-01 00:00:00,2025-02-02 00:04:46,0,0,464,0,970590,970590,7201,0,13374665,97222
2021,January,1,19160,118,34,48572,48572,3625,693,US,US-NJ,2021-01-01 00:00:00,2025-02-02 00:04:46,7309853,51438,471,0,7842756,532903,5918,0,7842756,57356
2021,January,1,21990,0,12,63741,63741,6454,0,US,US-FL,2021-01-01 00:00:00,2025-02-02 00:04:46,7405064,0,0,7010,8705592,1300528,0,0,15703599,0
2021,January,1,25971,585,6,0,0,21433,4618,US,US-CA,2021-01-01 02:59:00,2025-02-02 00:04:46,0,0,0,0,2292568,2292568,,0,33058311,202829
2021,January,1,27771,334,48,0,0,12481,3124,US,US-TX,2021-01-01 15:30:00,2025-02-02 00:04:46,0,0,0,0,1772483,1772483,16311,1435164,13848790,105811
2021,January,1,30208,168,36,0,0,7886,1292,US,US-NY,2020-12-31 14:00:00,2025-02-02 00:04:46,0,0,776,0,990711,990711,16497,0,25504313,219253
2020,February,1,0,0,12,0,0,0,0,US,US-FL,,2025-02-02 00:04:46,0,0,0,0,0,0,0,0,4,0
2020,February,1,0,0,25,0,0,0,0,US,US-MA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,4,0
2020,February,1,0,0,51,0,0,0,0,US,US-VA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,,0
2020,February,1,0,0,53,0,0,0,0,US,US-WA,,2025-02-02 00:04:46,0,0,0,0,2,2,0,0,0,0
2021,February,1,0,0,60,0,0,0,0,US,US-AS,2020-12-01 00:00:00,2025-02-02 00:04:46,2140,0,0,0,2140,0,0,0,2140,0
2021,February,1,0,48,48,0,0,11074,3111,US,US-TX,2021-02-01 14:40:00,2025-02-02 00:04:46,0,0,0,0,2392443,2392443,31811,1974572,17504358,105238
2021,February,1,0,141,36,0,0,8003,1500,US,US-NY,2021-01-31 14:00:00,2025-02-02 00:04:46,0,0,987,0,1419164,1419164,8508,0,32336789,175038
2021,February,1,0,211,6,0,0,15212,3949,US,US-CA,2021-02-01 02:59:00,2025-02-02 00:04:46,0,0,0,0,3258706,3258706,15358,0,42569193,290175
2021,February,1,2,0,69,4,4,0,0,US,US-MP,2021-01-29 00:00:00,2025-02-02 00:04:46,17429,0,0,0,17561,132,0,29,17561,0
2021,February,1,24,0,78,0,0,0,0,US,US-VI,2021-02-01 09:25:00,2025-02-02 00:04:46,39454,364,0,93,41875,2421,23,2306,41875,387
2021,February,1,129,0,66,0,0,6,2,US,US-GU,2021-02-01 07:00:00,2025-02-02 00:04:46,99764,1221,2,0,107372,7608,21,7377,107372,1242
2021,February,1,175,1,50,0,0,67,6,US,US-VT,2021-01-31 23:59:00,2025-02-02 00:04:46,293874,1826,0,0,305957,12083,118,8268,908823,11472
2021,February,1,262,0,2,1205,1205,43,0,US,US-AK,2021-02-01 03:59:00,2025-02-02 00:04:46,0,0,10,0,52668,52668,70,0,1507662,7337
2021,February,1,410,0,15,2086,2086,63,16,US,US-HI,2021-01-30 14:30:00,2025-02-02 00:04:46,0,0,12,0,26608,26608,90,0,993306,5831
2021,February,1,410,0,15,2086,2086,63,16,US,US-UM,2021-01-30 14:30:00,2025-02-02 00:04:46,0,0,12,0,26608,26608,90,0,993306,5831
2021,February,1,595,5,23,1394,1394,164,51,US,US-ME,2021-01-31 23:59:00,2025-02-02 00:04:46,0,0,28,0,39543,39543,219,12422,1374090,7270
2021,February,1,596,0,56,1289,1289,53,0,US,US-WY,2021-02-01 00:00:00,2025-02-02 00:04:46,173379,922,0,0,225436,52057,145,50317,651791,16806
2021,February,1,916,3,11,0,0,240,66,US,US-DC,2021-01-31 00:00:00,2025-02-02 00:04:46,0,0,46,0,37008,37008,136,25915,1106070,5604
2021,February,1,1059,2,33,1036,1036,193,0,US,US-NH,2021-02-01 09:00:00,2025-02-02 00:04:46,552619,792,0,0,618677,66058,363,60337,1267372,5215
2021,February,1,1101,11,10,0,0,321,39,US,US-DE,2021-01-31 18:00:00,2025-02-02 00:04:46,509320,1379,0,0,587815,78495,424,0,1236920,6037
2021,February,1,1234,1,30,4248,4248,108,20,US,US-MT,2021-02-01 01:59:00,2025-02-02 00:04:46,0,0,15,0,94070,94070,121,89218,956718,2469
2021,February,1,1447,5,38,3782,3782,47,8,US,US-ND,2021-02-01 01:59:00,2025-02-02 00:04:46,296487,31,0,0,394170,97683,53,95308,1346554,555
2021,February,1,1668,3,49,13515,13515,488,129,US,US-UT,2021-02-01 10:43:00,2025-02-02 00:04:46,1438206,2738,0,0,1785414,347208,584,307848,2613818,6460
2021,February,1,1725,0,16,6674,6674,225,57,US,US-ID,2021-01-30 19:00:00,2025-02-02 00:04:46,470637,0,0,0,633320,162683,0,81591,603115,0
2021,February,1,1778,0,46,6294,6294,126,27,US,US-SD,2021-01-31 14:00:00,2025-02-02 00:04:46,294568,205,20,0,402883,108315,65,103709,652087,974
2021,February,1,1836,7,72,0,0,282,55,US,US-PR,2021-02-01 00:00:00,2025-02-02 00:04:46,305972,0,40,0,400210,94238,614,78813,400210,614
2021,February,1,1920,0,31,5815,5815,312,0,US,US-NE,2021-02-01 11:30:00,2025-02-02 00:04:46,733348,629,0,0,924298,190950,237,136972,2102977,2854
2021,February,1,1957,0,41,7738,7738,320,73,US,US-OR,2021-01-30 03:01:00,2025-02-02 00:04:46,0,0,35,0,142416,142416,0,0,3162750,0
2021,February,1,2028,4,54,0,0,438,118,US,US-WV,2021-01-31 23:59:00,2025-02-02 00:04:46,0,0,48,0,121425,121425,424,98782,1925306,5006
2021,February,1,2173,5,44,8296,8296,316,47,US,US-RI,2021-02-01 13:00:00,2025-02-02 00:04:46,628794,975,29,0,744750,115956,249,0,2545504,6710
2021,February,1,3295,12,35,12119,12119,477,0,US,US-NM,2021-02-01 17:49:00,2025-02-02 00:04:46,0,0,0,0,174550,174550,486,104125,2354900,11445
2021,February,1,3564,17,40,21957,21957,1184,345,US,US-OK,,2025-02-02 00:04:46,2795341,0,0,4314,3186209,390868,1396,358040,3186209,1396
2021,February,1,3780,35,21,16725,16725,1314,337,US,US-KY,2021-02-01 00:00:00,2025-02-02 00:04:46,0,0,178,0,364507,364507,1617,43492,3621461,31239
2021,February,1,3809,30,20,8489,8489,381,97,US,US-KS,2021-02-01 10:00:00,2025-02-02 00:04:46,900949,6911,48,0,1177617,276668,1983,0,1177617,8894
2021,February,1,4278,8,32,0,0,1247,290,US,US-NV,2021-01-31 00:00:00,2025-02-02 00:04:46,1055021,2204,184,0,1334167,279146,838,0,2496070,8021
2021,February,1,4285,0,53,17706,17706,797,193,US,US-WA,2021-01-31 02:59:00,2025-02-02 00:04:46,0,0,88,0,311597,311597,0,0,4548239,0
2021,February,1,4895,27,5,13651,13651,889,276,US,US-AR,2021-02-01 00:00:00,2025-02-02 00:04:46,2201961,6091,146,0,2498455,296494,1226,274904,2438501,6963
2021,February,1,4906,5,19,0,0,368,92,US,US-IA,2021-01-02 00:00:00,2025-02-02 00:04:46,987275,1145,28,0,1255188,267913,355,283036,1255188,1500
2021,February,1,5641,4,8,21844,21844,611,0,US,US-CO,2021-02-01 01:59:00,2025-02-02 00:04:46,2028478,16736,0,0,2425541,397063,884,0,5467870,15820
2021,February,1,6056,11,28,8777,8777,948,269,US,US-MS,2021-01-31 00:00:00,2025-02-02 00:04:46,1327630,33142,152,0,1603336,275706,705,222812,1603336,33847
2021,February,1,6202,2,27,24352,24352,387,92,US,US-MN,2021-02-01 17:00:00,2025-02-02 00:04:46,2828505,5983,0,0,3291033,462528,721,447420,6255856,19216
2021,February,1,6436,2,55,24337,24337,697,168,US,US-UM,2021-02-01 00:00:00,2025-02-02 00:04:46,2510670,3070,0,42,3103591,592921,781,518801,6160773,-16802
2021,February,1,6436,2,55,24337,24337,697,168,US,US-WI,2021-02-01 00:00:00,2025-02-02 00:04:46,2510670,3070,0,42,3103591,592921,781,518801,6160773,-16802
2021,February,1,6474,10,51,21444,21444,2446,478,US,US-VA,2021-01-31 17:00:00,2025-02-02 00:04:46,0,0,304,263,507640,507640,2861,0,5261801,27646
2021,February,1,6748,0,29,0,0,1778,401,US,US-MO,2021-02-01 00:59:00,2025-02-02 00:04:46,1778050,2661,244,0,2237647,459597,778,0,4165512,8720
2021,February,1,7119,73,9,0,0,912,0,US,US-CT,2021-01-31 23:59:00,2025-02-02 00:04:46,0,0,0,0,253954,253954,3931,0,5536731,98
2021,February,1,7154,27,24,32181,32181,1437,371,US,US-MD,2021-02-01 10:00:00,2025-02-02 00:04:46,2848563,7449,0,0,3204199,355636,1163,9501,7038562,25408
2021,February,1,7283,241,45,18113,18113,1842,391,US,US-SC,2021-01-30 23:59:00,2025-02-02 00:04:46,3812877,28738,240,0,4258793,445916,2530,197810,4258793,31268
2021,February,1,7688,0,1,41859,41859,1888,0,US,US-AL,2021-02-01 00:00:00,2025-02-02 00:04:46,1781197,2811,0,0,2242057,460860,1221,242143,2144425,3720
2021,February,1,8912,53,22,0,0,1403,0,US,US-LA,2021-02-01 13:00:00,2025-02-02 00:04:46,4617370,10548,187,0,5018961,401591,965,344321,5018961,11513
2021,February,1,9342,7,37,0,0,2781,636,US,US-NC,2021-02-01 11:45:00,2025-02-02 00:04:46,0,0,0,0,761302,761302,3776,0,8401409,45291
2021,February,1,9753,103,47,17172,17172,1682,447,US,US-TN,2021-02-01 15:00:00,2025-02-02 00:04:46,0,0,253,0,729187,729187,1326,685162,6336990,9606
2021,February,1,9989,15,18,40437,40437,1594,374,US,US-IN,2021-01-31 23:59:00,2025-02-02 00:04:46,2335190,4005,201,0,2963581,628391,1709,0,7039744,25221
2021,February,1,11230,55,39,46438,46438,2521,652,US,US-OH,2021-02-01 14:00:00,2025-02-02 00:04:46,0,0,454,0,899079,899079,3287,786249,9104857,30787
2021,February,1,13124,4,4,52986,52986,3654,984,US,US-AZ,2021-02-01 00:00:00,2025-02-02 00:04:46,2753536,6493,662,0,3515681,762145,3741,0,6726250,27498
2021,February,1,14242,44,13,50323,50323,4438,0,US,US-GA,2021-02-01 14:50:00,2025-02-02 00:04:46,0,0,0,0,912479,912479,3034,0,6474133,21387
2021,February,1,14607,30,25,18008,18008,1676,373,US,US-MA,2021-01-31 23:59:00,2025-02-02 00:04:46,4103409,11221,222,0,4629832,526423,2398,389717,13721200,88302
2021,February,1,15536,11,26,0,0,1409,336,US,US-MI,2021-02-01 00:00:00,2025-02-02 00:04:46,0,0,170,0,612710,612710,2572,481801,9515056,49911
2021,February,1,15536,11,26,0,0,1409,336,US,US-UM,2021-02-01 00:00:00,2025-02-02 00:04:46,0,0,170,0,612710,612710,2572,481801,9515056,49911
2021,February,1,21273,20,17,0,0,2387,515,US,US-IL,2021-02-01 00:00:00,2025-02-02 00:04:46,0,0,278,0,1128613,1128613,2312,0,16100555,61263
2021,February,1,21513,29,34,60621,60621,2865,531,US,US-NJ,2021-02-01 00:00:00,2025-02-02 00:04:46,8867312,156167,355,0,9567658,700346,3517,0,9567658,159684
2021,February,1,21687,26,42,0,0,3280,650,US,US-PA,2021-02-01 12:00:00,2025-02-02 00:04:46,3646648,9497,420,0,4492726,846078,2854,693783,9264604,35893
2021,February,1,21687,26,42,0,0,3280,650,US,US-UM,2021-02-01 12:00:00,2025-02-02 00:04:46,3646648,9497,420,0,4492726,846078,2854,693783,9264604,35893
2021,February,1,27129,214,12,73551,73551,6142,0,US,US-FL,2021-01-31 23:59:00,2025-02-02 00:04:46,8480485,19021,0,7245,10175785,1695300,5600,0,19217006,59496
2020,March,1,0,0,9,0,0,0,0,US,US-CT,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,4,1
2020,March,1,0,0,12,0,0,0,0,US,US-FL,,2025-02-02 00:04:46,0,0,0,0,0,0,0,0,15,0
2020,March,1,0,0,18,0,0,0,0,US,US-IN,2020-02-29 00:00:00,2025-02-02 00:04:46,0,0,0,0,0,,0,0,6,2
2020,March,1,0,0,25,0,0,0,0,US,US-MA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,23,4
2020,March,1,0,0,26,0,0,0,0,US,US-MI,,2025-02-02 00:04:46,0,0,0,0,14,14,0,0,,0
2020,March,1,0,0,26,0,0,0,0,US,US-UM,,2025-02-02 00:04:46,0,0,0,0,14,14,0,0,,0
2020,March,1,0,0,31,0,0,0,0,US,US-NE,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,36,11
2020,March,1,0,0,34,0,0,0,0,US,US-NJ,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,0,0
2020,March,1,0,0,44,0,0,0,0,US,US-RI,2020-03-01 03:00:00,2025-02-02 00:04:46,2,0,0,0,4,2,0,0,,0
2020,March,1,0,0,51,0,0,0,0,US,US-VA,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,6449,2
2020,March,1,0,0,56,0,0,0,0,US,US-WY,,2025-02-02 00:04:46,0,0,0,0,0,,0,0,1,0
2020,March,1,8,3,53,0,0,0,0,US,US-WA,2020-03-01 00:00:00,2025-02-02 00:04:46,0,0,0,0,26,26,8,0,117,75
2021,March,1,0,0,60,0,0,0,0,US,US-AS,2020-12-01 00:00:00,2025-02-02 00:04:46,2140,0,0,0,2140,0,0,0,2140,0
2021,March,1,0,59,48,0,0,5611,1747,US,US-TX,2021-03-01 17:50:00,2025-02-02 00:04:46,0,0,0,0,2647845,2647845,3821,2429453,19595211,37529
2021,March,1,0,80,36,0,0,5307,1065,US,US-NY,2021-02-28 14:00:00,2025-02-02 00:04:46,0,0,741,0,1636680,1636680,6235,0,38281073,174158
2021,March,1,0,215,6,0,0,5409,1518,US,US-CA,2021-03-01 02:59:00,2025-02-02 00:04:46,0,0,0,0,3479078,3479078,3516,0,48712676,243570
2021,March,1,2,0,69,4,4,0,0,US,US-MP,2021-02-20 00:00:00,2025-02-02 00:04:46,17429,0,0,0,17572,143,0,29,17572,0
2021,March,1,25,0,78,0,0,0,0,US,US-VI,2021-02-27 12:37:00,2025-02-02 00:04:46,45225,0,0,110,47871,2646,0,2511,47871,0
2021,March,1,131,0,66,0,0,3,2,US,US-GU,2021-03-01 06:30:00,2025-02-02 00:04:46,109867,0,1,0,117604,7737,1,7564,117604,1
2021,March,1,205,1,50,0,0,29,8,US,US-VT,2021-02-28 23:59:00,2025-02-02 00:04:46,316758,880,0,0,332042,15284,86,12626,1076259,7960
2021,March,1,300,10,2,1279,1279,25,0,US,US-AK,2021-03-01 03:59:00,2025-02-02 00:04:46,0,0,5,0,56339,56339,350,0,1698031,18356
2021,March,1,439,0,15,2214,2214,31,3,US,US-HI,2021-02-27 14:30:00,2025-02-02 00:04:46,0,0,3,0,28355,28355,29,0,1117157,4179
2021,March,1,439,0,15,2214,2214,31,3,US,US-UM,2021-02-27 14:30:00,2025-02-02 00:04:46,0,0,3,0,28355,28355,29,0,1117157,4179
2021,March,1,671,0,56,1384,1384,28,0,US,US-WY,2021-03-01 00:00:00,2025-02-02 00:04:46,181196,370,0,0,235667,54471,77,53248,640594,3878
2021,March,1,703,0,23,1529,1529,62,20,US,US-ME,2021-02-28 23:59:00,2025-02-02 00:04:46,0,0,8,0,44762,44762,128,12805,1600443,3345
2021,March,1,1019,2,11,0,0,168,46,US,US-DC,2021-02-28 00:00:00,2025-02-02 00:04:46,0,0,25,0,40684,40684,86,29019,1231593,3234
2021,March,1,1170,0,33,1118,1118,90,0,US,US-NH,2021-03-01 09:00:00,2025-02-02 00:04:46,575922,-681,0,0,651510,75588,164,72055,1461579,2829
2021,March,1,1357,0,30,4584,4584,68,13,US,US-MT,2021-03-01 01:59:00,2025-02-02 00:04:46,0,0,6,0,100003,100003,49,97037,1079671,1683
2021,March,1,1422,0,10,0,0,151,23,US,US-DE,2021-02-28 18:00:00,2025-02-02 00:04:46,539551,907,0,0,626631,87080,281,0,1400454,4870
2021,March,1,1475,3,38,3871,3871,25,3,US,US-ND,2021-03-01 01:59:00,2025-02-02 00:04:46,305019,68,0,0,404871,99852,43,97836,1410827,1212
2021,March,1,1860,0,16,7076,7076,162,35,US,US-ID,2021-02-27 19:06:00,2025-02-02 00:04:46,500096,0,0,0,671236,171140,0,94230,638919,0
2021,March,1,1888,0,46,6632,6632,92,15,US,US-SD,2021-02-28 14:00:00,2025-02-02 00:04:46,310347,225,7,0,422817,112470,43,108664,692321,629
2021,March,1,1940,5,49,14724,14724,238,89,US,US-UT,2021-03-01 10:46:00,2025-02-02 00:04:46,1538003,2400,0,0,1909495,371492,257,352814,2859188,5273
2021,March,1,2037,1,72,0,0,155,23,US,US-PR,2021-03-01 00:00:00,2025-02-02 00:04:46,305972,0,23,0,406556,100584,287,90891,406556,287
2021,March,1,2082,0,31,6106,6106,158,0,US,US-NE,2021-03-01 10:15:00,2025-02-02 00:04:46,764460,456,0,0,965406,200946,98,155333,2373731,2529
2021,March,1,2208,0,41,8570,8570,177,35,US,US-OR,2021-02-28 03:01:00,2025-02-02 00:04:46,0,0,16,0,155597,155597,282,0,3564120,0
2021,March,1,2300,0,54,0,0,225,59,US,US-WV,2021-02-28 23:59:00,2025-02-02 00:04:46,0,0,30,0,132048,132048,193,122751,2181927,4330
2021,March,1,2517,3,44,8947,8947,162,28,US,US-RI,2021-03-01 13:00:00,2025-02-02 00:04:46,669132,690,18,0,795720,126588,152,0,3011311,5788
2021,March,1,3729,13,35,13127,13127,186,0,US,US-NM,2021-03-01 17:52:00,2025-02-02 00:04:46,0,0,0,0,185297,185297,165,147446,2699792,6331
2021,March,1,4478,50,40,23995,23995,484,150,US,US-OK,,2025-02-02 00:04:46,3084829,0,0,2965,3509717,424888,380,407665,3509717,380
2021,March,1,4652,15,21,19143,19143,719,180,US,US-KY,2021-03-01 00:00:00,2025-02-02 00:04:46,0,0,82,0,405126,405126,504,47592,3919142,14575
2021,March,1,4743,8,20,9290,9290,165,43,US,US-KS,2021-03-01 10:00:00,2025-02-02 00:04:46,964803,4003,16,0,1259105,294302,639,0,1259105,4642
2021,March,1,4956,0,53,19319,19319,498,135,US,US-WA,2021-02-27 02:59:00,2025-02-02 00:04:46,0,0,58,0,339773,339773,0,0,5234432,0
2021,March,1,4957,0,32,0,0,464,105,US,US-NV,2021-02-28 00:00:00,2025-02-02 00:04:46,1119425,2196,56,0,1413405,293980,226,0,2725701,6482
2021,March,1,5250,7,5,14763,14763,441,173,US,US-AR,2021-03-01 00:00:00,2025-02-02 00:04:46,2444369,2512,84,0,2766878,322509,94,313002,2698497,2610
2021,March,1,5472,1,19,0,0,197,48,US,US-IA,2021-02-28 00:00:00,2025-02-02 00:04:46,1035119,1329,15,0,1315398,280279,240,315443,1315398,1569
